"","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","HOME_VAL","TRAVTIME","BLUEBOOK","TIF","OLDCLAIM","CLM_FREQ","MVR_PTS","CAR_AGE","PARENT1_Yes","MSTATUS_Yes","SEX_M","EDUCATION_Bachelors","EDUCATION_High.School","EDUCATION_Masters","EDUCATION_PhD","JOB_Blue.Collar","JOB_Clerical","JOB_Doctor","JOB_Home.Maker","JOB_Lawyer","JOB_Manager","JOB_Professional","JOB_Student","JOB_Unknown","CAR_USE_Commercial","CAR_TYPE_Minivan","CAR_TYPE_Panel.Truck","CAR_TYPE_Pickup","CAR_TYPE_Sports.Car","CAR_TYPE_SUV","CAR_TYPE_Van","RED_CAR_yes","REVOKED_Yes","URBANICITY_Rural","AGE_sin","TIF_sin","BLUEBOOK_sin","CAR_TYPE_AMT_BIN","EDUCATION_AMT_BIN","JOB_TYPE_AMT_BIN","INCOME_AMT_BIN","YOJ_AMT_BIN","HOME_VAL_AMT_0_10K_BIN","HOME_VAL_AMT_60K_400K_BIN","OLDCLAIM_AMT_0_2K_BIN","OLDCLAIM_AMT_2K_10K_BIN","CLM_FREQ_AMT_BIN","MVR_PTS_AMT_BIN","CAR_AGE_AMT_BIN","TRAVTIME_AMT_BIN"
"6995",1921.1250373,0,41,2,13,67216,161160,39,27240,4,7776,2,8,8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.158622668804709,-0.756802495307928,0.68156505873897,0,0,1,1,1,0,1,0,1,1,0,0,0
"6997",2977,0,50,0,14,31436,0,33,4680,4,6909,4,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.262374853703929,-0.756802495307928,-0.826608203509481,0,1,0,1,1,1,0,0,1,0,0,1,0
"7002",4185,0,40,0,11,43386,132248,20,21880,10,702,3,1,7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.745113160479349,-0.54402111088937,0.929417877070548,0,0,0,1,1,0,1,1,0,1,1,0,1
"7007",6777,0,43,2,11,54046,161160,29,7750,10,2741,2,6,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.831774742628598,-0.54402111088937,0.304178936904877,0,1,0,1,1,0,1,0,1,1,0,1,0
"7008",7345,0,36,2,10,34057,204508,38,6210,4,7098,3,6,7,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,-0.991778853443116,-0.756802495307928,0.800827794362572,0,1,1,1,1,0,1,0,1,1,0,0,0
"7010",3041,0,53,2,10.4982474360639,119273,321164,18,40880,1,0,0,1,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.395925150181834,0.841470984807897,0.999672461702009,1,0,1,1,1,0,1,1,0,1,1,0,1
"7012",4405.2207954,0,35,2,14,4290,0,35,5430,1,6570,2,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,-0.428182669496151,0.841470984807897,0.970644137640023,0,1,0,1,1,1,0,0,1,1,0,1,0
"7016",4337,2,44,3,12,2511,0,60,17370,4,0,0,1,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0.0177019251054136,-0.756802495307928,-0.133815684409498,0,1,0,1,1,1,0,1,0,1,1,0,0
"7037",5899,0,47,0,0,0,0,17,6200,1,0,0,0,17,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.123573122745224,0.841470984807897,-0.997763153807204,0,0,0,1,0,1,0,1,0,1,1,0,1
"7038",6639,0,59,0,13,66942,303427,24,8390,1,9019,3,3,9,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.636738007139138,0.841470984807897,0.929839984569161,0,1,1,1,1,0,1,0,1,1,0,0,0
"7039",4290.2158053,2,45,3,14,36912,0,60,9690,9,34514,1,0,12,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.850903524534118,0.412118485241757,0.970731078038005,0,0,0,1,1,1,0,0,0,1,1,0,0
"7044",7552,0,37,3,0,0,55922,5,5580,4,12048,3,11,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,-0.643538133356999,-0.756802495307928,0.506781486914368,0,1,0,1,0,0,0,0,0,1,0,1,1
"7045",4322,1,43,2,11,29081,0,33,10320,6,0,0,1,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.831774742628598,-0.279415498198926,0.131485203769758,0,1,0,1,1,1,0,1,0,1,1,0,0
"7049",7052,0,38,1,11,1729,0,35,8860,4,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0.296368578709385,-0.756802495307928,0.65086016296745,0,1,0,1,1,1,0,1,0,1,1,1,0
"7050",18689.096986,0,39,0,9,40716,170076,64,10740,1,8784,3,2,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.963795386284088,0.841470984807897,0.893591091411862,0,1,1,1,1,0,1,0,1,1,1,0,0
"7051",42522.907607,0,46,0,14,31276,129120,47,30070,7,5008,1,5,9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.901788347648809,0.656986598718789,-0.969914696170463,0,0,1,1,1,0,1,0,1,1,0,0,0
"7052",6752,0,52,0,0,0,0,26,6700,1,4549,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.986627592040485,0.841470984807897,0.850602510646281,0,1,0,1,0,1,0,0,1,1,1,1,0
"7059",3964,0,34,3,8,47689,143574,50,25040,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.529082686120024,0.841470984807897,0.997936971621803,0,1,1,1,1,0,1,1,0,1,1,1,0
"7060",5787,0,53,0,10.4982474360639,67799,227787,35,13580,1,3668,4,0,11,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0.395925150181834,0.841470984807897,0.893482815392004,0,0,1,1,1,0,1,0,1,0,1,0,0
"7061",5438,0,40,1,13,114032,0,65,26780,1,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.745113160479349,0.841470984807897,0.874411137232177,0,0,0,1,1,1,0,1,0,1,0,0,0
"7072",77907.430277,0,32,2,0,0,0,5,17700,13,4211,2,0,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.551426681241691,0.420167036826641,0.263828968981531,0,1,0,1,0,1,0,0,1,1,1,0,1
"7073",615,2,36,3,8,41424,0,22,15770,1,8174,3,2,15,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.991778853443116,0.841470984807897,-0.713948348703241,0,0,0,1,1,1,0,0,1,1,1,0,0
"7076",2492,2,62,3,12,47590,179494,19,22050,7,0,0,1,4,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.739180696649223,0.656986598718789,0.743865386045671,0,1,1,1,1,0,1,1,0,1,1,0,1
"7078",2912,0,51,0,12,54046,142894,18,14620,6,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.670229175843375,-0.279415498198926,-0.826132901065672,0,1,0,1,1,0,1,1,0,1,1,1,1
"7080",4737,0,24,2,12,8458,0,13,11120,10,16927,3,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-0.905578362006624,-0.54402111088937,-0.945130460168671,0,0,1,1,1,1,0,0,0,1,1,0,1
"7084",2907,0,33,2,12,70408,190139,31,18850,1,2665,3,3,9,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.999911860107267,0.841470984807897,0.429625906926148,0,0,1,1,1,0,1,0,1,1,0,0,0
"7085",7635,0,50,0,11,98347,282017,64,19610,4,8924,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,-0.262374853703929,-0.756802495307928,0.177707414061871,1,0,1,1,1,0,1,0,1,1,1,1,0
"7089",4442,0,34,3,14,28902,0,6,16020,10,5300,1,5,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.529082686120024,-0.54402111088937,-0.851615338574677,0,1,0,1,1,1,0,0,1,1,0,1,1
"7090",3492,0,35,0,10,39741,0,10,5130,7,4158,1,9,11,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.428182669496151,0.656986598718789,0.219013502844622,0,0,0,1,1,1,0,0,1,1,0,0,1
"7093",1779,0,39,0,9,36330,0,47,14520,7,7191,1,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.963795386284088,0.656986598718789,-0.427065452853528,0,1,0,1,1,1,0,0,1,1,0,1,0
"7096",3953,0,50,0,10,80108,0,42,16140,6,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.262374853703929,-0.279415498198926,-0.997706375681406,0,0,1,1,1,1,0,1,0,1,1,0,0
"7100",2413,1,38,3,14,82527,0,36,22560,4,0,0,2,10,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.296368578709385,-0.756802495307928,-0.221307070609805,1,0,1,1,1,1,0,1,0,1,1,0,0
"7101",6730,0,43,0,7,50491,240774,57,3930,1,1156,1,4,10,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.831774742628598,0.841470984807897,0.132023071981745,0,0,1,1,1,0,1,1,0,1,0,0,0
"7103",3182,2,45,3,15,90153,161160,42,18290,1,3639,2,3,19,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.850903524534118,0.841470984807897,-0.345178717473561,1,0,1,1,1,0,1,0,1,1,0,0,0
"7104",4515,0,24,3,11,24666,0,54,9010,10,0,0,1,10,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,-0.905578362006624,-0.54402111088937,-0.0876180004895033,0,0,1,1,1,1,0,1,0,1,1,0,0
"7105",5100,0,24,2,8,11664,91216,15,2670,1,0,0,0,13,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.905578362006624,0.841470984807897,-0.346423243457318,0,0,0,1,1,0,1,1,0,1,1,0,1
"7107",5853,3,41,3,10.4982474360639,109957,284462,32,18130,6,0,0,4,8,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.158622668804709,-0.279415498198926,0.130827756733947,0,0,0,1,1,0,1,1,0,1,0,0,0
"7108",1363,0,53,0,14,69335,161160,27,20200,1,5685,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.395925150181834,0.841470984807897,-0.42662928881852,1,0,1,1,1,0,1,0,1,1,1,1,0
"7119",2758,0,46,0,13,119904,0,22,23530,10,0,0,2,21,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.901788347648809,-0.54402111088937,-0.504649033132122,0,0,1,1,1,1,0,1,0,1,1,0,0
"7120",554,0,54,0,0,0,0,36,6900,6,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-0.558789048851616,-0.279415498198926,0.873590857634893,0,1,0,1,0,1,0,1,0,1,1,0,0
"7124",8131,0,53,0,0,0,118678,29,6800,6,1930,2,1,6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.395925150181834,-0.279415498198926,0.999742336443933,0,1,0,1,0,0,1,1,0,1,1,0,0
"7126",3773,0,57,0,13,65968,0,37,16640,1,10215,2,0,8,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0.436164755247825,0.841470984807897,0.850158402674966,1,0,0,1,1,1,0,0,0,1,1,0,0
"7130",5440,0,47,0,8,5846,99468,10,9030,1,0,0,0,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.123573122745224,0.841470984807897,0.873678863848343,0,1,0,1,1,0,1,1,0,1,1,0,1
"7138",895,0,44,0,9,124829,161160,39,31810,8,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0177019251054136,0.989358246623382,-0.980772717947932,0,0,1,1,1,0,1,1,0,1,1,0,0
"7140",2782,0,37,0,11,36217,186385,57,28090,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,-0.643538133356999,0.841470984807897,-0.852152114421099,0,1,1,1,1,0,1,1,0,1,1,1,0
"7143",1487,0,47,0,8,90940,0,50,16710,10,8490,3,0,10,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0.123573122745224,-0.54402111088937,0.130947296846822,1,0,1,1,1,1,0,0,1,1,1,0,0
"7155",2440,0,47,0,11,28808,0,40,11840,1,1092,1,2,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0.123573122745224,0.841470984807897,0.615256564743103,0,1,0,1,1,1,0,1,0,1,1,0,0
"7156",3392,0,54,0,12,54046,200391,67,10480,6,27414,2,2,8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.558789048851616,-0.279415498198926,-0.345801056507453,0,1,0,1,1,0,1,0,0,1,1,0,0
"7157",5603.0885976,0,61,0,13,57095,0,52,7600,4,1904,3,7,6,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-0.966117770008393,-0.756802495307928,-0.468304581575409,0,1,1,1,1,1,0,1,0,1,0,0,0
"7162",3985,1,40,3,10.4982474360639,39753,181338,50,24820,7,0,0,0,13,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.745113160479349,0.656986598718789,0.988354910940851,0,1,0,1,1,0,1,1,0,1,1,0,0
"7168",4366,0,58,0,14,41712,161160,5,16810,7,1351,3,1,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.992872648084537,0.656986598718789,0.614923819483307,0,0,1,1,1,0,1,1,0,1,1,0,1
"7175",1257,2,44,4,14,25536,178708,50,12160,7,0,0,1,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0177019251054136,0.656986598718789,0.893536959897461,0,1,1,1,1,0,1,1,0,1,1,0,0
"7176",5524,0,36,0,9,79801,0,21,24810,6,0,0,2,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.991778853443116,-0.279415498198926,-0.746518809773962,0,1,1,1,1,1,0,1,0,1,1,0,0
"7184",3793,0,46,0,8,36110,175359,18,13260,6,26321,4,4,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.901788347648809,-0.279415498198926,0.615161505847736,0,1,1,1,1,0,1,0,0,0,0,0,1
"7195",2705,0,33,4,0,0,0,14,12470,1,10794,2,4,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0.999911860107267,0.841470984807897,-0.851457293054007,0,1,0,1,0,1,0,0,0,1,0,0,1
"7196",3955,0,50,0,15,36015,137355,23,15100,1,0,0,1,10,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.262374853703929,0.841470984807897,0.997882427613987,0,0,1,1,1,0,1,1,0,1,1,0,0
"7197",6132,0,34,1,9,28719,0,15,14340,4,0,0,0,7,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.529082686120024,-0.756802495307928,0.980000428426256,0,1,1,1,1,1,0,1,0,1,1,0,1
"7198",5477,0,40,0,11,82505,0,35,33910,1,5464,3,2,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.745113160479349,0.841470984807897,-0.343933584248583,1,0,1,1,1,1,0,0,1,1,1,0,0
"7199",6079,0,62,0,10.4982474360639,137666,161160,60,17790,1,3902,2,8,15,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.739180696649223,0.841470984807897,0.744107093691301,0,0,1,0,1,0,1,0,1,1,0,0,0
"7203",2943,0,32,2,12,40851,112094,52,15550,1,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.551426681241691,0.841470984807897,-0.773049997181371,0,1,0,1,1,0,1,1,0,1,1,1,0
"7205",5314,0,52,0,6,115075,0,23,18210,1,7619,1,3,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.986627592040485,0.841470984807897,0.970904577761508,1,0,1,1,0,1,0,0,1,1,0,1,0
"7206",3917,0,19,1,8,37536,0,53,22810,10,4686,1,10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.149877209662952,-0.54402111088937,0.893130559503935,0,0,1,1,1,1,0,0,1,1,0,1,0
"7215",4546,0,28,0,9,36113,187871,75,9240,4,5065,2,5,8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.270905788307869,-0.756802495307928,-0.544678568719809,0,0,1,1,1,0,1,0,1,1,0,0,0
"7221",5571,1,36,4,13,31259,145148,32,21510,14,3719,1,0,8,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.991778853443116,0.99060735569487,0.466119119308279,1,1,1,1,1,0,1,0,1,1,1,0,0
"7222",4703,0,39,0,8,48490,195777,39,15180,4,3893,1,0,9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.963795386284088,-0.756802495307928,-0.174799516301492,0,0,1,1,1,0,1,0,1,1,1,0,0
"7223",1467,0,48,0,14,82885,0,60,21340,1,0,0,1,13,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.768254661323667,0.841470984807897,0.743905677413501,0,0,0,1,1,1,0,1,0,1,1,0,0
"7224",3968,0,47,0,0,0,0,25,17890,6,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.123573122745224,-0.279415498198926,0.97994039803194,1,1,0,1,0,1,0,1,0,1,1,0,0
"7227",1100,0,55,0,13,32880,197778,27,4790,11,0,0,3,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,-0.99975517335862,-0.999990206550703,0.80090000171287,0,1,1,1,1,0,1,1,0,1,0,1,0
"7228",18391.574541,0,42,2,17,54427,0,29,5700,1,0,0,2,7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.916521547915634,0.841470984807897,0.913141966452114,0,0,0,1,1,1,0,1,0,1,1,0,0
"7234",3096,0,30,3,0,0,0,49,6130,9,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.988031624092862,0.412118485241757,-0.683635805371646,0,1,0,1,0,1,0,1,0,1,1,1,0
"7242",5937,0,36,0,11,104424,161160,43,13190,6,6032,3,2,12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.991778853443116,-0.279415498198926,0.999729872643122,0,0,0,1,1,0,1,0,1,1,1,0,0
"7250",8362,0,57,0,13,26634,167976,38,4980,4,7795,2,7,9,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.436164755247825,-0.756802495307928,-0.544375168194705,0,1,0,1,1,0,1,0,1,1,0,0,0
"7253",262.03854391,0,39,4,12,54046,0,18,5400,1,2781,3,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.963795386284088,0.841470984807897,0.38736481184216,0,1,0,1,1,1,0,0,1,1,1,0,1
"7256",12588.264531,0,44,3,17,35066,0,47,18880,4,37642,3,6,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0177019251054136,-0.756802495307928,-0.825929019832466,0,1,0,1,1,1,0,0,0,1,0,1,0
"7258",629,0,44,2,17,66200,223960,53,17260,13,0,0,1,9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0177019251054136,0.420167036826641,0.089839883930548,0,0,0,1,1,0,1,1,0,1,1,0,0
"7261",5771,0,30,2,10,34586,0,38,10130,7,28174,2,7,8,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.988031624092862,0.656986598718789,0.997854889020842,0,1,0,1,1,1,0,0,0,1,0,0,0
"7263",5255,0,28,3,0,0,0,39,4300,7,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.270905788307869,0.656986598718789,0.744871858736274,0,1,0,1,0,1,0,1,0,1,1,0,0
"7264",4760.1989342,0,35,3,15,31407,119496,9,8140,1,0,0,0,8,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-0.428182669496151,0.841470984807897,-0.133038939092225,0,1,0,1,1,0,1,1,0,1,1,0,1
"7265",839,0,57,3,12,118155,0,43,40520,4,0,0,4,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.436164755247825,-0.756802495307928,-0.259057247437434,0,1,1,1,1,1,0,1,0,1,0,0,0
"7281",2933,0,53,0,13,117470,357727,50,14580,1,47097,3,0,18,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.395925150181834,0.841470984807897,0.131126603445909,0,0,0,1,1,0,1,0,0,1,1,0,0
"7283",1497,0,57,0,11,128441,374931,29,20040,1,6713,3,7,14,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.436164755247825,0.841470984807897,0.217778002494813,1,0,1,0,1,0,1,0,1,1,0,0,0
"7284",4530,2,56,3,16,55380,0,18,11100,1,6164,1,7,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.521551002086912,0.841470984807897,-0.683943745214962,0,1,1,1,1,1,0,0,1,1,0,1,1
"7292",1909,0,46,0,12,49917,182126,36,18640,10,0,0,2,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.901788347648809,-0.54402111088937,-0.802089741076711,0,1,1,1,1,0,1,1,0,1,1,0,0
"7295",2887,0,55,0,12,27688,0,20,16760,3,7369,1,3,8,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,-0.99975517335862,0.141120008059867,0.386475323642041,1,1,1,1,1,1,0,0,1,1,0,0,1
"7298",6763,0,27,1,9,10405,0,39,15840,6,32477,2,1,8,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.956375928404503,-0.279415498198926,0.089719793452641,0,1,1,1,1,1,0,0,0,1,1,0,0
"7300",7099,0,38,3,17,77830,157793,58,11630,7,0,0,2,11,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.296368578709385,0.656986598718789,-0.175096310878262,0,1,1,1,1,0,1,1,0,1,1,0,0
"7303",6062,0,57,0,13,51343,175607,22,15440,10,1125,1,4,11,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.436164755247825,-0.54402111088937,0.800358162830411,0,0,1,1,1,0,1,1,0,1,0,0,0
"7307",3138.3980912,0,34,1,11,45843,158708,12,19980,21,0,0,0,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.529082686120024,0.836655638536056,-0.504909253815982,0,1,1,1,1,0,1,1,0,1,1,0,1
"7310",5094,0,28,3,0,0,0,45,4950,1,8438,1,4,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.270905788307869,0.841470984807897,-0.91277295025598,0,1,0,1,0,1,0,0,1,1,0,0,0
"7311",1525,0,47,0,7,76901,229973,34,18680,6,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.123573122745224,-0.279415498198926,0.0899599731022806,0,0,1,1,1,0,1,1,0,1,1,0,0
"7314",4743,0,58,0,13,72840,277784,20,27830,6,3589,1,7,10,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.992872648084537,-0.279415498198926,0.979771839223647,1,0,1,1,1,0,1,0,1,1,0,0,1
"7316",2362.8930328,1,43,1,10,90610,260271,38,21090,6,1942,1,6,6,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.831774742628598,-0.279415498198926,-0.469316387350954,1,0,1,1,1,0,1,1,0,1,0,0,0
"7319",4398,1,41,2,6,52942,0,25,24980,1,10023,2,2,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.158622668804709,0.841470984807897,-0.930878902120186,0,0,1,1,0,1,0,0,0,1,1,0,0
"7323",4023,0,36,0,10.4982474360639,158,0,33,18270,1,8187,3,0,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.991778853443116,0.841470984807897,-0.997694116465799,0,1,0,1,1,1,0,0,1,1,1,0,0
"7324",6882,0,38,2,11,23636,98166,6,4800,14,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.296368578709385,0.99060735569487,-0.346253571205695,0,1,0,1,1,0,1,1,0,1,1,1,1
